Time[s],Anterior(+)/posterior(-) tilt,Lateral tilt left(-)/right(+),Rotation left(+)/right(-)
0,16.565,3.772,-9.389,
0.01,16.569,3.772,-9.384,
0.02,16.571,3.771,-9.379,
0.03,16.57,3.768,-9.373,
0.04,16.563,3.763,-9.369,
0.05,16.55,3.758,-9.364,
0.06,16.531,3.751,-9.358,
0.07,16.507,3.745,-9.347,
0.08,16.482,3.738,-9.332,
0.09,16.457,3.732,-9.312,
0.1,16.434,3.725,-9.289,
0.11,16.41,3.718,-9.268,
0.12,16.383,3.709,-9.252,
0.13,16.348,3.7,-9.246,
0.14,16.299,3.69,-9.25,
0.15,16.231,3.68,-9.264,
0.16,16.139,3.669,-9.285,
0.17,16.021,3.656,-9.308,
0.18,15.881,3.641,-9.33,
0.19,15.726,3.624,-9.345,
0.2,15.563,3.605,-9.353,
0.21,15.404,3.584,-9.352,
0.22,15.254,3.564,-9.344,
0.23,15.119,3.544,-9.331,
0.24,14.998,3.525,-9.318,
0.25,14.888,3.506,-9.306,
0.26,14.782,3.486,-9.298,
0.27,14.674,3.462,-9.296,
0.28,14.562,3.433,-9.299,
0.29,14.444,3.4,-9.307,
0.3,14.325,3.363,-9.321,
0.31,14.208,3.324,-9.34,
0.32,14.098,3.284,-9.364,
0.33,13.998,3.248,-9.391,
0.34,13.912,3.216,-9.421,
0.35,13.84,3.19,-9.454,
0.36,13.784,3.172,-9.488,
0.37,13.742,3.16,-9.518,
0.38,13.714,3.154,-9.543,
0.39,13.696,3.151,-9.559,
0.4,13.685,3.15,-9.566,
0.41,13.678,3.15,-9.566,
0.42,13.67,3.152,-9.561,
0.43,13.66,3.153,-9.555,
0.44,13.649,3.155,-9.551,
0.45,13.638,3.156,-9.551,
0.46,13.629,3.155,-9.554,
0.47,13.625,3.153,-9.56,
0.48,13.627,3.149,-9.568,
0.49,13.632,3.145,-9.576,
0.5,13.641,3.14,-9.584,
0.51,13.651,3.135,-9.591,
0.52,13.663,3.13,-9.599,
0.53,13.677,3.124,-9.608,
0.54,13.695,3.119,-9.617,
0.55,13.717,3.112,-9.628,
0.56,13.747,3.107,-9.638,
0.57,13.783,3.103,-9.648,
0.58,13.826,3.102,-9.655,
0.59,13.873,3.104,-9.661,
0.6,13.92,3.109,-9.665,
0.61,13.963,3.116,-9.666,
0.62,13.998,3.124,-9.664,
0.63,14.023,3.132,-9.658,
0.64,14.037,3.138,-9.649,
0.65,14.042,3.143,-9.641,
0.66,14.043,3.148,-9.635,
0.67,14.043,3.152,-9.634,
0.68,14.046,3.157,-9.638,
0.69,14.051,3.163,-9.645,
0.7,14.06,3.17,-9.655,
0.71,14.07,3.179,-9.664,
0.72,14.081,3.189,-9.67,
0.73,14.092,3.199,-9.674,
0.74,14.101,3.208,-9.677,
0.75,14.108,3.216,-9.682,
0.76,14.115,3.223,-9.69,
0.77,14.119,3.227,-9.701,
0.78,14.123,3.229,-9.714,
0.79,14.123,3.23,-9.728,
0.8,14.122,3.23,-9.739,
0.81,14.117,3.229,-9.747,
0.82,14.111,3.227,-9.752,
0.83,14.104,3.225,-9.755,
0.84,14.097,3.224,-9.757,
0.85,14.09,3.224,-9.761,
0.86,14.083,3.226,-9.767,
0.87,14.078,3.23,-9.774,
0.88,14.074,3.237,-9.782,
0.89,14.071,3.245,-9.789,
0.9,14.069,3.255,-9.793,
0.91,14.067,3.266,-9.796,
0.92,14.065,3.276,-9.795,
0.93,14.062,3.285,-9.793,
0.94,14.058,3.293,-9.791,
0.95,14.055,3.3,-9.789,
0.96,14.051,3.304,-9.789,
0.97,14.048,3.307,-9.791,
0.98,14.045,3.307,-9.795,
0.99,14.041,3.306,-9.802,
1,14.034,3.304,-9.809,
1.01,14.024,3.302,-9.818,
1.02,14.01,3.3,-9.828,
1.03,13.993,3.3,-9.837,
1.04,13.975,3.302,-9.846,
1.05,13.955,3.305,-9.854,
1.06,13.936,3.31,-9.858,
1.07,13.918,3.315,-9.861,
1.08,13.904,3.32,-9.863,
1.09,13.892,3.323,-9.865,
1.1,13.884,3.323,-9.867,
1.11,13.878,3.322,-9.872,
1.12,13.875,3.318,-9.877,
1.13,13.873,3.312,-9.882,
1.14,13.872,3.304,-9.886,
1.15,13.874,3.296,-9.889,
1.16,13.878,3.287,-9.892,
1.17,13.885,3.279,-9.896,
1.18,13.894,3.271,-9.903,
1.19,13.904,3.265,-9.913,
1.2,13.914,3.261,-9.925,
1.21,13.922,3.259,-9.938,
1.22,13.93,3.259,-9.948,
1.23,13.937,3.259,-9.955,
1.24,13.945,3.259,-9.96,
1.25,13.955,3.258,-9.963,
1.26,13.969,3.257,-9.968,
1.27,13.986,3.254,-9.977,
1.28,14.007,3.251,-9.992,
1.29,14.03,3.247,-10.014,
1.3,14.057,3.242,-10.042,
1.31,14.087,3.236,-10.073,
1.32,14.119,3.228,-10.105,
1.33,14.153,3.218,-10.136,
1.34,14.186,3.208,-10.163,
1.35,14.216,3.197,-10.186,
1.36,14.241,3.188,-10.206,
1.37,14.261,3.181,-10.224,
1.38,14.275,3.177,-10.24,
1.39,14.284,3.177,-10.256,
1.4,14.291,3.179,-10.269,
1.41,14.294,3.183,-10.279,
1.42,14.295,3.187,-10.286,
1.43,14.293,3.193,-10.288,
1.44,14.289,3.198,-10.288,
1.45,14.283,3.203,-10.283,
1.46,14.277,3.208,-10.275,
1.47,14.273,3.212,-10.262,
1.48,14.27,3.215,-10.247,
1.49,14.268,3.217,-10.233,
1.5,14.267,3.217,-10.222,
1.51,14.265,3.215,-10.219,
1.52,14.263,3.212,-10.223,
1.53,14.262,3.206,-10.235,
1.54,14.266,3.201,-10.254,
1.55,14.276,3.197,-10.277,
1.56,14.295,3.196,-10.303,
1.57,14.322,3.202,-10.331,
1.58,14.353,3.214,-10.36,
1.59,14.385,3.233,-10.389,
1.6,14.416,3.256,-10.415,
1.61,14.444,3.282,-10.436,
1.62,14.47,3.309,-10.451,
1.63,14.495,3.336,-10.462,
1.64,14.522,3.363,-10.47,
1.65,14.553,3.39,-10.48,
1.66,14.588,3.417,-10.495,
1.67,14.628,3.442,-10.518,
1.68,14.67,3.464,-10.551,
1.69,14.713,3.482,-10.591,
1.7,14.753,3.496,-10.635,
1.71,14.789,3.504,-10.679,
1.72,14.819,3.507,-10.719,
1.73,14.843,3.505,-10.752,
1.74,14.86,3.495,-10.778,
1.75,14.873,3.479,-10.797,
1.76,14.883,3.457,-10.813,
1.77,14.897,3.431,-10.828,
1.78,14.922,3.407,-10.848,
1.79,14.968,3.388,-10.875,
1.8,15.037,3.377,-10.909,
1.81,15.125,3.374,-10.951,
1.82,15.226,3.378,-10.997,
1.83,15.33,3.388,-11.047,
1.84,15.432,3.402,-11.096,
1.85,15.526,3.421,-11.143,
1.86,15.608,3.442,-11.185,
1.87,15.676,3.461,-11.219,
1.88,15.724,3.475,-11.243,
1.89,15.751,3.481,-11.257,
1.9,15.76,3.481,-11.259,
1.91,15.755,3.478,-11.252,
1.92,15.747,3.477,-11.237,
1.93,15.742,3.48,-11.216,
1.94,15.747,3.491,-11.191,
1.95,15.769,3.507,-11.161,
1.96,15.81,3.529,-11.128,
1.97,15.869,3.552,-11.093,
1.98,15.943,3.574,-11.053,
1.99,16.025,3.592,-11.01,
2,16.108,3.605,-10.962,
2.01,16.183,3.61,-10.911,
2.02,16.247,3.607,-10.858,
2.03,16.3,3.594,-10.805,
2.04,16.343,3.572,-10.757,
2.05,16.381,3.542,-10.717,
2.06,16.417,3.505,-10.688,
2.07,16.452,3.465,-10.673,
2.08,16.489,3.423,-10.67,
2.09,16.528,3.384,-10.677,
2.1,16.569,3.351,-10.689,
2.11,16.614,3.327,-10.702,
2.12,16.659,3.311,-10.711,
2.13,16.702,3.303,-10.715,
2.14,16.738,3.299,-10.714,
2.15,16.765,3.296,-10.713,
2.16,16.778,3.289,-10.717,
2.17,16.781,3.277,-10.73,
2.18,16.776,3.259,-10.757,
2.19,16.77,3.236,-10.798,
2.2,16.769,3.209,-10.848,
2.21,16.774,3.18,-10.903,
2.22,16.786,3.148,-10.956,
2.23,16.801,3.114,-11,
2.24,16.814,3.076,-11.033,
2.25,16.824,3.035,-11.054,
2.26,16.83,2.991,-11.067,
2.27,16.833,2.946,-11.076,
2.28,16.836,2.901,-11.086,
2.29,16.839,2.86,-11.1,
2.3,16.841,2.823,-11.117,
2.31,16.842,2.791,-11.136,
2.32,16.838,2.764,-11.155,
2.33,16.83,2.743,-11.172,
2.34,16.818,2.725,-11.185,
2.35,16.805,2.711,-11.192,
2.36,16.796,2.699,-11.194,
2.37,16.793,2.686,-11.193,
2.38,16.796,2.671,-11.191,
2.39,16.805,2.652,-11.192,
2.4,16.819,2.63,-11.199,
2.41,16.833,2.606,-11.211,
2.42,16.847,2.581,-11.229,
2.43,16.857,2.556,-11.249,
2.44,16.862,2.533,-11.268,
2.45,16.857,2.514,-11.282,
2.46,16.839,2.497,-11.288,
2.47,16.809,2.484,-11.282,
2.48,16.771,2.473,-11.264,
2.49,16.73,2.464,-11.234,
2.5,16.696,2.456,-11.195,
2.51,16.676,2.448,-11.149,
2.52,16.674,2.441,-11.102,
2.53,16.691,2.434,-11.058,
2.54,16.721,2.429,-11.021,
2.55,16.761,2.428,-10.993,
2.56,16.806,2.431,-10.974,
2.57,16.854,2.438,-10.961,
2.58,16.906,2.45,-10.95,
2.59,16.962,2.467,-10.938,
2.6,17.021,2.489,-10.924,
2.61,17.078,2.515,-10.909,
2.62,17.133,2.544,-10.895,
2.63,17.181,2.575,-10.882,
2.64,17.222,2.605,-10.87,
2.65,17.259,2.633,-10.859,
2.66,17.291,2.658,-10.848,
2.67,17.321,2.68,-10.835,
2.68,17.346,2.698,-10.819,
2.69,17.364,2.714,-10.799,
2.7,17.376,2.729,-10.776,
2.71,17.382,2.744,-10.749,
2.72,17.386,2.759,-10.719,
2.73,17.393,2.775,-10.686,
2.74,17.404,2.793,-10.65,
2.75,17.42,2.812,-10.616,
2.76,17.437,2.832,-10.585,
2.77,17.449,2.851,-10.56,
2.78,17.451,2.867,-10.542,
2.79,17.438,2.876,-10.53,
2.8,17.407,2.878,-10.525,
2.81,17.362,2.871,-10.526,
2.82,17.306,2.859,-10.534,
2.83,17.244,2.845,-10.548,
2.84,17.177,2.832,-10.564,
2.85,17.107,2.823,-10.576,
2.86,17.028,2.817,-10.577,
2.87,16.936,2.811,-10.563,
2.88,16.825,2.801,-10.532,
2.89,16.691,2.783,-10.493,
2.9,16.533,2.752,-10.455,
2.91,16.347,2.711,-10.427,
2.92,16.128,2.659,-10.414,
2.93,15.87,2.601,-10.415,
2.94,15.562,2.537,-10.421,
2.95,15.199,2.467,-10.419,
2.96,14.775,2.388,-10.399,
2.97,14.29,2.298,-10.355,
2.98,13.748,2.192,-10.292,
2.99,13.157,2.072,-10.218,
3,12.525,1.94,-10.145,
3.01,11.86,1.798,-10.081,
3.02,11.175,1.654,-10.034,
3.03,10.483,1.513,-10.001,
3.04,9.801,1.378,-9.977,
3.05,9.148,1.253,-9.957,
3.06,8.538,1.139,-9.936,
3.07,7.98,1.033,-9.913,
3.08,7.478,0.935,-9.89,
3.09,7.029,0.841,-9.869,
3.1,6.625,0.753,-9.851,
3.11,6.258,0.668,-9.834,
3.12,5.922,0.589,-9.814,
3.13,5.615,0.515,-9.786,
3.14,5.334,0.445,-9.747,
3.15,5.074,0.379,-9.7,
3.16,4.832,0.313,-9.65,
3.17,4.605,0.249,-9.604,
3.18,4.395,0.186,-9.565,
3.19,4.208,0.126,-9.529,
3.2,4.049,0.07,-9.485,
3.21,3.916,0.021,-9.425,
3.22,3.801,-0.017,-9.341,
3.23,3.686,-0.039,-9.237,
3.24,3.55,-0.039,-9.125,
3.25,3.38,-0.016,-9.019,
3.26,3.173,0.026,-8.931,
3.27,2.937,0.082,-8.862,
3.28,2.691,0.141,-8.812,
3.29,2.449,0.191,-8.774,
3.3,2.222,0.219,-8.748,
3.31,2.009,0.208,-8.735,
3.32,1.808,0.143,-8.742,
3.33,1.615,0.014,-8.772,
3.34,1.425,-0.184,-8.82,
3.35,1.227,-0.442,-8.873,
3.36,1.003,-0.735,-8.916,
3.37,0.727,-1.023,-8.94,
3.38,0.39,-1.26,-8.941,
