Time[s],Anterior(+)/posterior(-) tilt,Lateral tilt left(-)/right(+),Rotation left(+)/right(-)
0,-7.321,1.404,-1.764,
0.01,-7.318,1.4,-1.765,
0.02,-7.315,1.397,-1.767,
0.03,-7.312,1.392,-1.77,
0.04,-7.309,1.388,-1.772,
0.05,-7.306,1.385,-1.775,
0.06,-7.303,1.382,-1.777,
0.07,-7.3,1.379,-1.779,
0.08,-7.297,1.378,-1.78,
0.09,-7.292,1.376,-1.781,
0.1,-7.288,1.375,-1.782,
0.11,-7.283,1.374,-1.784,
0.12,-7.278,1.372,-1.786,
0.13,-7.273,1.371,-1.788,
0.14,-7.269,1.37,-1.79,
0.15,-7.267,1.369,-1.792,
0.16,-7.264,1.368,-1.794,
0.17,-7.263,1.368,-1.796,
0.18,-7.262,1.367,-1.798,
0.19,-7.262,1.367,-1.798,
0.2,-7.263,1.368,-1.798,
0.21,-7.263,1.368,-1.797,
0.22,-7.264,1.369,-1.795,
0.23,-7.265,1.369,-1.792,
0.24,-7.265,1.37,-1.79,
0.25,-7.265,1.37,-1.789,
0.26,-7.264,1.371,-1.787,
0.27,-7.264,1.371,-1.787,
0.28,-7.263,1.372,-1.786,
0.29,-7.262,1.372,-1.785,
0.3,-7.261,1.373,-1.784,
0.31,-7.26,1.373,-1.783,
0.32,-7.26,1.374,-1.782,
0.33,-7.26,1.374,-1.782,
0.34,-7.26,1.375,-1.782,
0.35,-7.26,1.375,-1.783,
0.36,-7.261,1.376,-1.785,
0.37,-7.261,1.377,-1.786,
0.38,-7.261,1.378,-1.788,
0.39,-7.259,1.379,-1.789,
0.4,-7.256,1.378,-1.79,
0.41,-7.252,1.377,-1.791,
0.42,-7.248,1.376,-1.793,
0.43,-7.245,1.375,-1.795,
0.44,-7.244,1.376,-1.796,
0.45,-7.246,1.378,-1.798,
0.46,-7.25,1.381,-1.799,
0.47,-7.254,1.384,-1.8,
0.48,-7.26,1.387,-1.801,
0.49,-7.265,1.39,-1.802,
0.5,-7.271,1.391,-1.804,
0.51,-7.277,1.392,-1.807,
0.52,-7.283,1.391,-1.81,
0.53,-7.288,1.39,-1.813,
0.54,-7.293,1.389,-1.816,
0.55,-7.297,1.388,-1.818,
0.56,-7.3,1.388,-1.82,
0.57,-7.302,1.389,-1.82,
0.58,-7.303,1.39,-1.82,
0.59,-7.303,1.391,-1.82,
0.6,-7.304,1.393,-1.819,
0.61,-7.305,1.394,-1.817,
0.62,-7.306,1.396,-1.814,
0.63,-7.308,1.396,-1.811,
0.64,-7.309,1.397,-1.807,
0.65,-7.309,1.397,-1.804,
0.66,-7.308,1.397,-1.801,
0.67,-7.306,1.397,-1.799,
0.68,-7.304,1.397,-1.797,
0.69,-7.302,1.397,-1.796,
0.7,-7.299,1.397,-1.795,
0.71,-7.297,1.398,-1.795,
0.72,-7.295,1.399,-1.795,
0.73,-7.292,1.4,-1.796,
0.74,-7.289,1.401,-1.797,
0.75,-7.284,1.401,-1.799,
0.76,-7.279,1.402,-1.802,
0.77,-7.272,1.401,-1.804,
0.78,-7.264,1.401,-1.807,
0.79,-7.256,1.401,-1.81,
0.8,-7.248,1.4,-1.813,
0.81,-7.238,1.4,-1.815,
0.82,-7.229,1.4,-1.817,
0.83,-7.218,1.401,-1.82,
0.84,-7.206,1.401,-1.822,
0.85,-7.193,1.4,-1.825,
0.86,-7.178,1.4,-1.829,
0.87,-7.163,1.399,-1.833,
0.88,-7.146,1.399,-1.837,
0.89,-7.13,1.398,-1.841,
0.9,-7.115,1.398,-1.844,
0.91,-7.1,1.398,-1.846,
0.92,-7.087,1.398,-1.847,
0.93,-7.073,1.397,-1.849,
0.94,-7.059,1.397,-1.85,
0.95,-7.045,1.397,-1.852,
0.96,-7.031,1.397,-1.853,
0.97,-7.016,1.397,-1.854,
0.98,-7.001,1.397,-1.856,
0.99,-6.986,1.396,-1.857,
1,-6.97,1.396,-1.858,
1.01,-6.953,1.395,-1.859,
1.02,-6.936,1.394,-1.861,
1.03,-6.919,1.393,-1.863,
1.04,-6.901,1.391,-1.865,
1.05,-6.883,1.389,-1.868,
1.06,-6.863,1.386,-1.871,
1.07,-6.843,1.383,-1.875,
1.08,-6.823,1.38,-1.879,
1.09,-6.802,1.377,-1.883,
1.1,-6.782,1.374,-1.888,
1.11,-6.764,1.371,-1.892,
1.12,-6.749,1.369,-1.895,
1.13,-6.736,1.367,-1.897,
1.14,-6.726,1.367,-1.899,
1.15,-6.719,1.368,-1.901,
1.16,-6.714,1.37,-1.903,
1.17,-6.709,1.373,-1.906,
1.18,-6.706,1.375,-1.91,
1.19,-6.702,1.376,-1.914,
1.2,-6.697,1.377,-1.919,
1.21,-6.691,1.378,-1.922,
1.22,-6.683,1.38,-1.925,
1.23,-6.673,1.381,-1.926,
1.24,-6.662,1.383,-1.926,
1.25,-6.65,1.386,-1.926,
1.26,-6.639,1.388,-1.925,
1.27,-6.628,1.391,-1.924,
1.28,-6.618,1.394,-1.924,
1.29,-6.61,1.398,-1.924,
1.3,-6.604,1.402,-1.925,
1.31,-6.599,1.405,-1.927,
1.32,-6.596,1.409,-1.928,
1.33,-6.595,1.413,-1.93,
1.34,-6.595,1.417,-1.931,
1.35,-6.596,1.421,-1.931,
1.36,-6.597,1.424,-1.932,
1.37,-6.599,1.428,-1.934,
1.38,-6.602,1.431,-1.936,
1.39,-6.605,1.434,-1.938,
1.4,-6.609,1.436,-1.941,
1.41,-6.615,1.437,-1.943,
1.42,-6.621,1.438,-1.945,
1.43,-6.628,1.439,-1.947,
1.44,-6.636,1.439,-1.949,
1.45,-6.645,1.439,-1.95,
1.46,-6.656,1.439,-1.951,
1.47,-6.667,1.438,-1.952,
1.48,-6.68,1.438,-1.953,
1.49,-6.693,1.438,-1.952,
1.5,-6.707,1.438,-1.951,
1.51,-6.721,1.439,-1.95,
1.52,-6.735,1.44,-1.947,
1.53,-6.748,1.441,-1.945,
1.54,-6.759,1.443,-1.942,
1.55,-6.77,1.444,-1.94,
1.56,-6.779,1.446,-1.937,
1.57,-6.787,1.447,-1.935,
1.58,-6.794,1.448,-1.934,
1.59,-6.799,1.449,-1.932,
1.6,-6.804,1.449,-1.932,
1.61,-6.809,1.45,-1.931,
1.62,-6.814,1.451,-1.931,
1.63,-6.818,1.453,-1.93,
1.64,-6.823,1.454,-1.928,
1.65,-6.826,1.455,-1.926,
1.66,-6.826,1.455,-1.922,
1.67,-6.823,1.454,-1.918,
1.68,-6.814,1.453,-1.914,
1.69,-6.799,1.452,-1.911,
1.7,-6.776,1.451,-1.909,
1.71,-6.746,1.45,-1.909,
1.72,-6.712,1.45,-1.908,
1.73,-6.675,1.449,-1.905,
1.74,-6.641,1.448,-1.899,
1.75,-6.611,1.446,-1.89,
1.76,-6.588,1.445,-1.877,
1.77,-6.571,1.444,-1.864,
1.78,-6.558,1.443,-1.853,
1.79,-6.546,1.443,-1.847,
1.8,-6.532,1.443,-1.847,
1.81,-6.514,1.444,-1.853,
1.82,-6.488,1.443,-1.864,
1.83,-6.453,1.441,-1.878,
1.84,-6.409,1.436,-1.893,
1.85,-6.355,1.427,-1.908,
1.86,-6.29,1.416,-1.924,
1.87,-6.216,1.401,-1.939,
1.88,-6.133,1.384,-1.953,
1.89,-6.043,1.364,-1.966,
1.9,-5.948,1.343,-1.979,
1.91,-5.848,1.318,-1.992,
1.92,-5.745,1.29,-2.005,
